time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,place,horizontalError,depthError,magError,magNst
2025-03-17T09:22:25.724Z,29.3833,130.5791,32.312,4.7,mb,61,95,2.122,1.23,"94 km S of Koshima, Japan",7.07,5.696,0.075,54
2025-03-17T09:17:24.570Z,33.4966667,-116.448,6.88,2.58,ml,105,23,0.1151,0.18,"22 km ESE of Anza, CA",0.11,0.42,0.147,25
2025-03-17T08:14:38.644Z,7.222,-34.1213,10,4.7,mb,29,62,13.083,0.85,central Mid-Atlantic Ridge,12.95,1.897,0.11,25
2025-03-17T08:12:26.067Z,19.2776,-108.93,10,4.1,mb,49,190,3.963,0.68,Revilla Gigedo Islands region,11.16,1.954,0.072,52
2025-03-17T07:48:37.178Z,60.7111,-149.418,6.2,2.8,ml,,,,0.92,"19 km S of Sunrise, Alaska",,0.2,,
2025-03-17T07:40:27.905Z,19.6989,-109.1753,10,5.1,mww,155,91,1.889,0.67,Revilla Gigedo Islands region,7.97,1.886,0.048,42
2025-03-17T07:09:50.539Z,59.7031,-152.7261,77.9,2.5,ml,,,,0.44,"50 km W of Anchor Point, Alaska",,0.5,,
2025-03-17T06:44:48.043Z,60.7062,-149.3773,16.3,2.8,ml,,,,0.61,"20 km S of Sunrise, Alaska",,0.1,,
2025-03-17T05:25:54.142Z,69.8577,-143.8404,14.9,4.1,ml,,,,2.27,"31 km SSW of Kaktovik, Alaska",,0.3,,
2025-03-17T05:25:53.472Z,69.5835,-144.6002,10,3.7,mb,27,42,0.314,0.33,"71 km SSW of Kaktovik, Alaska",2.75,1.869,0.151,13
2025-03-17T04:19:12.770Z,37.9375,-122.0328369,16.92000008,2.86,md,5,139,0.09025,0.06,"3 km SE of Pleasant Hill, CA",1.1,1.54999995,0.37,3
2025-03-17T03:48:26.790Z,19.50366667,-65.91366667,30.14,3.32,md,13,297,1.199,0.24,"116 km N of San Juan, Puerto Rico",1.44,18.15,0.03415494,8
2025-03-17T03:29:57.758Z,69.5687,-144.3272,11.1,2.9,ml,,,,0.86,"68 km SSW of Kaktovik, Alaska",,0.8,,
2025-03-17T03:19:14.529Z,-0.0879,123.0167,118.771,4.9,mb,136,41,0.979,0.61,"69 km S of Gorontalo, Indonesia",4.92,6.289,0.051,122
2025-03-17T03:17:21.650Z,34.0635,-118.8958333,11.79,3.87,mw,131,118,0.03176,0.3,"10 km NW of Malibu, CA",0.26,0.35,,4
2025-03-17T02:57:13.162Z,49.0908,153.0296,169.928,4,mb,35,128,4.983,0.35,"283 km SW of Severo-Kurilâ€™sk, Russia",12.2,8.806,0.11,22
2025-03-17T02:50:30.572Z,-36.9381,177.5396,167.508,4.5,mb,29,76,0.873,0.5,"99 km NW of Hicks Bay, New Zealand",8.79,7.186,0.121,20
2025-03-17T02:15:30.040Z,-6.7891,129.7405,169.575,4.2,mb,20,80,2.258,0.38,Banda Sea,7.73,9.258,0.136,15
2025-03-17T02:14:51.230Z,39.49233333,-122.949,10.73,2.76,md,23,42,0.02289,0.12,"9 km NNE of Lake Pillsbury, CA",0.27,0.44,0.231,24
2025-03-17T02:13:44.980Z,39.4915,-122.9483333,10.63,4.18,mw,82,27,0.02356,0.14,"9 km NNE of Lake Pillsbury, CA",0.13,0.31,,15
2025-03-17T02:00:41.534Z,11.8426,-88.4581,10,4.2,mb,31,208,1.622,0.96,"148 km SW of Jiquilillo, Nicaragua",6.09,1.984,0.121,19
2025-03-17T01:40:36.550Z,19.604,-65.2691,85,3.93,md,14,267,1.2877,0.57,"143 km NNE of Vieques, Puerto Rico",6.69,14.48,0.01,7
2025-03-17T00:13:30.463Z,-8.7563,105.1315,10,4.6,mb,30,131,2.805,0.31,"250 km SW of Pelabuhanratu, Indonesia",10.21,1.905,0.125,19
2025-03-16T22:46:21.948Z,51.8763,178.3283,107.933,4.4,mb,70,128,0.134,0.47,"Rat Islands, Aleutian Islands, Alaska",7.66,5.221,0.047,131
2025-03-16T22:27:57.363Z,60.4804,-148.7279,8.9,2.8,ml,,,,0.6,"32 km S of Whittier, Alaska",,0.4,,
2025-03-16T22:04:19.296Z,-30.931,-178.5973,86.6,4.2,mb,18,113,1.764,0.92,"Kermadec Islands, New Zealand",12.63,10.959,0.16,11
2025-03-16T21:50:23.560Z,-29.2657,-69.5687,104.6,4.8,mwr,120,58,0.844,0.7,"134 km NW of San JosÃ© de JÃ¡chal, Argentina",6.22,4.064,0.073,18
2025-03-16T21:31:42.810Z,61.8231,-150.4841,15,2.5,ml,,,,0.91,"25 km WNW of Willow, Alaska",,0.4,,
2025-03-16T21:25:50.790Z,33.1005,98.7334,10,4.3,mb,40,95,4.989,0.64,"244 km WSW of Muxihe, China",12.64,1.923,0.088,36
2025-03-16T21:20:15.777Z,9.4384,39.9008,10,4.2,mb,33,134,1.321,0.92,"47 km SSE of Debre SÄ«na, Ethiopia",4.52,1.912,0.098,29
2025-03-16T20:54:19.870Z,53.2529,-163.065,2.4,2.6,ml,,,,0.4,"179 km S of False Pass, Alaska",,0.7,,
2025-03-16T19:11:05.595Z,-15.005,167.0367,87.547,4.3,mb,31,117,0.468,0.88,"5 km NW of Port-Olry, Vanuatu",8.97,4.911,0.116,22
2025-03-16T18:53:09.079Z,9.4456,40.043,10,5.4,mww,117,52,1.453,0.73,"52 km NNW of Ä€wash, Ethiopia",8.36,1.848,0.062,25
2025-03-16T18:17:07.220Z,19.6478,-65.193,59,3.66,md,10,285,1.3433,0.23,"147 km N of Charlotte Amalie, U.S. Virgin Islands",3.1,11.64,0.17,3
2025-03-16T17:03:05.577Z,0.1283,98.4058,35,4.3,mb,35,124,2.074,0.64,"83 km SE of Teluk Dalam, Indonesia",11.29,1.931,0.104,26
2025-03-16T16:29:27.209Z,-21.6643,-179.2682,592.06,4.6,mb,43,113,5.317,0.88,Fiji region,15.69,9.616,0.088,39
2025-03-16T16:19:24.789Z,43.6687,148.4016,29.338,4.6,mb,70,77,4.195,0.66,"136 km E of Shikotan, Russia",9.41,5.292,0.053,108
2025-03-16T16:10:29.244Z,-20.4178,-177.6858,515.647,4.5,mb,34,99,4.813,0.75,"261 km WNW of Houma, Tonga",16.53,10.344,0.093,34
2025-03-16T16:01:41.726Z,-60.8108,-32.5486,10,4.3,mb,16,82,6.878,1.08,Scotia Sea,9.39,1.925,0.147,17
2025-03-16T15:49:52.792Z,42.784,143.1324,124.977,4.4,mb,70,122,0.769,0.74,"14 km NNW of Sarabetsu, Japan",8.34,2.943,0.048,124
2025-03-16T15:07:46.203Z,36.6862,25.7905,10,4.3,mb,44,59,1.575,0.91,"18 km SSW of AmorgÃ³s, Greece",4.92,1.892,0.09,35
2025-03-16T14:58:21.645Z,43.3076,144.3924,134.561,4.3,mb,53,131,1.536,0.92,"20 km SSW of Teshikaga, Japan",8.72,5.882,0.067,62
2025-03-16T14:54:57.498Z,81.1816,-4.7949,10,4.2,mb,21,70,1.834,0.88,north of Svalbard,8.49,1.914,0.146,13
2025-03-16T14:25:10.030Z,18.85966667,-65.51233333,11.92,3.08,md,15,244,0.5909,0.22,"58 km NNE of Luquillo, Puerto Rico",0.77,1.76,0.137496742,9
2025-03-16T13:54:56.800Z,18.95333333,-67.49616667,20.5,3.35,md,11,321,0.6055,0.28,"66 km NW of San Antonio, Puerto Rico",1.57,24.11,0.075929973,7
2025-03-16T13:34:09.522Z,19.7888,146.4039,53.316,4.4,mb,28,158,4.561,0.91,Mariana Islands region,13.93,9.62,0.107,25
2025-03-16T12:01:46.020Z,41.56266667,-109.879,-1.88,3.09,ml,13,155,0.1128,0.1,"2 km NW of Little America, Wyoming",0.36,0.83,0.256746283,18
2025-03-16T11:28:23.900Z,19.3785,-65.4335,29,3.79,md,19,249,1.0815,0.28,"113 km NNE of Vieques, Puerto Rico",1.62,19.32,0.14,17
2025-03-16T10:25:22.156Z,55.1156,-158.8415,19.2,4.2,mwr,,,,0.62,"90 km SSE of Perryville, Alaska",,1.2,,
2025-03-16T10:16:38.820Z,19.56533333,-65.32216667,25.09,3.37,md,9,294,1.252,0.31,"137 km NNE of Vieques, Puerto Rico",2.06,26.89,0.059621137,3
2025-03-16T09:11:06.071Z,44.6186,149.3896,51.516,4.4,mb,44,134,4.898,0.66,"137 km ESE of Kurilâ€™sk, Russia",10.52,8.344,0.094,33
2025-03-16T08:36:08.152Z,-20.8882,-173.9646,10,4.8,mb,20,114,4.203,1.26,"114 km ENE of â€˜Ohonua, Tonga",13.74,1.915,0.112,25
2025-03-16T08:07:24.763Z,7.7697,126.6046,10,4.2,mb,20,126,1.232,0.3,"10 km NE of Kinablangan, Philippines",9.07,1.923,0.132,16
2025-03-16T08:00:34.870Z,19.295,-64.9045,24.99,2.93,md,3,336,0.9389,0.3,"105 km N of Charlotte Amalie, U.S. Virgin Islands",3.98,25.94,0.007940028,3
2025-03-16T07:27:16.019Z,-24.2731,179.9045,516.542,4.6,mb,55,72,5.317,0.87,south of the Fiji Islands,6.58,9.183,0.059,84
2025-03-16T06:40:29.758Z,-60.1728,-31.4641,10,4.4,mb,16,113,6.502,0.78,Scotia Sea,12.26,1.925,0.144,14
2025-03-16T05:44:21.502Z,-11.3166,166.0619,35.902,4.6,mb,52,103,4.253,0.77,"71 km SSE of Lata, Solomon Islands",7.86,5.828,0.08,47
2025-03-16T05:43:57.533Z,-11.0029,164.0424,10,4.2,mb,14,247,4.32,0.58,"194 km W of Lata, Solomon Islands",13.58,2.014,0.136,15
2025-03-16T05:06:27.904Z,-4.2459,133.8795,10,4.3,mb,18,65,1.609,0.69,"197 km NE of Tual, Indonesia",7.24,1.913,0.147,13
2025-03-16T04:24:35.412Z,-19.9046,-177.4351,532.391,4.4,mb,16,116,4.565,0.43,"262 km WNW of Houma, Tonga",15.75,9.881,0.19,10
2025-03-16T03:44:43.085Z,-7.2922,120.4614,419.917,4.9,mb,111,39,2.208,0.95,"145 km N of Ruteng, Indonesia",7.16,5.095,0.047,145
2025-03-16T03:22:07.630Z,17.98616667,-66.80733333,12.1,2.84,md,18,166,0.05963,0.23,"1 km SE of Indios, Puerto Rico",0.46,0.4,0.257175883,9
2025-03-16T03:04:42.817Z,53.3654,-160.1512,24.2,2.8,ml,,,,0.52,"220 km S of Sand Point, Alaska",,7,,
2025-03-16T02:57:48.110Z,51.4641,-178.1907,12.8,3.2,ml,,,,0.49,"116 km WSW of Adak, Alaska",,0.4,,
2025-03-16T02:42:13.580Z,36.56833333,-121.1613333,3.23,3.08,ml,76,65,0.01966,0.11,"4 km  of Pinnacles, CA",0.15,0.26,0.174,73
2025-03-16T02:20:52.177Z,-16.0227,-73.3889,84.259,4.6,mb,45,139,3.733,0.83,"23 km W of Urasqui, Peru",10.06,8.304,0.06,82
2025-03-16T02:20:50.924Z,39.3935,-98.249,5,2.8,mb_lg,17,48,1.034,0.93,"12 km SSE of Glen Elder, Kansas",3.51,1.999,0.058,78
2025-03-16T02:06:17.680Z,36.56716667,-121.1555,2.96,2.71,md,66,106,0.02449,0.06,"4 km  of Pinnacles, CA",0.14,0.22,0.184,93
2025-03-16T01:27:09.140Z,-20.1847,-69.2154,102.538,4.9,mwr,55,82,0.073,0.95,"49 km ENE of La Tirana, Chile",5.27,4.531,0.048,41
2025-03-16T01:15:07.296Z,-8.6337,112.5577,83.815,4.4,mb,31,103,1.585,0.93,"51 km SSW of Dampit, Indonesia",9.35,7.761,0.13,19
2025-03-16T01:10:29.663Z,10.1712,125.853,73.025,4.8,mb,85,87,3.094,0.97,"26 km NW of Santa Monica, Philippines",10.35,5.388,0.049,129
2025-03-16T00:38:50.916Z,-20.7339,-178.4797,542.033,4.1,mb,20,105,4.424,0.54,Fiji region,21.53,20.635,0.139,14
2025-03-16T00:33:27.539Z,-58.8025,-25.6878,48.574,4.5,mb,22,108,7.489,0.74,South Sandwich Islands region,15.12,10.91,0.118,21
2025-03-16T00:30:32.481Z,-8.6429,128.9157,10,4.5,mb,25,103,4.21,0.59,"211 km E of Lospalos, Timor Leste",7.55,1.894,0.135,16
2025-03-16T00:22:23.047Z,-32.4537,-71.6882,55.149,4.3,mb,49,73,0.568,0.55,"42 km W of La Ligua, Chile",4.64,7.542,0.148,13
2025-03-16T00:10:48.646Z,-10.9272,122.1074,10,4,mb,13,94,2.176,0.96,"105 km WSW of Baa, Indonesia",3.8,1.928,0.299,3
2025-03-15T23:56:49.475Z,51.915,-170.1158,11.6,2.6,ml,,,,0.56,"142 km SW of Nikolski, Alaska",,3.9,,
2025-03-15T23:33:56.841Z,-10.7561,122.3487,10,4.3,mb,20,89,2.11,0.97,"76 km W of Baa, Indonesia",7.93,1.921,0.153,12
2025-03-15T23:21:29.552Z,39.5151,-98.2904,5,2.9,mb_lg,22,45,1.139,0.47,"2 km NE of Glen Elder, Kansas",1.92,1.87,0.051,102
2025-03-15T23:08:30.162Z,-10.759,122.276,10,4.7,mb,66,45,2.11,0.82,"84 km W of Baa, Indonesia",7.27,1.891,0.076,52
2025-03-15T22:20:16.294Z,0.3839,122.116,143.066,4.5,mb,53,41,1.517,0.89,"106 km W of Gorontalo, Indonesia",6.73,7.305,0.078,48
2025-03-15T21:56:48.173Z,-13.6407,173.0381,633.722,4.7,mb,82,51,5.928,0.66,Fiji region,12.18,7.063,0.031,309
2025-03-15T21:15:23.952Z,-28.4732,-177.6519,119.323,4.3,mb,13,237,0.806,0.81,Kermadec Islands region,17.88,8.6,0.2,7
2025-03-15T21:03:48.830Z,-7.2498,129.3619,159.06,4.5,mb,16,68,2.763,1.01,"296 km ENE of Lospalos, Timor Leste",8.93,11.35,0.242,5
2025-03-15T21:00:24.682Z,13.9004,-92.1936,30.168,4.3,mb,34,210,0.901,1.14,"53 km SW of Champerico, Guatemala",8.22,9.363,0.101,28
2025-03-15T20:45:58.585Z,38.0229,12.2039,10,4.1,mb,41,63,1.791,0.91,"15 km NW of Favignana, Italy",6.08,1.938,0.166,10
2025-03-15T20:41:13.077Z,18.4507,145.5465,239.496,3.9,mb,11,169,39.524,0.41,"Pagan region, Northern Mariana Islands",21.32,4.568,0.181,8
2025-03-15T19:50:28.591Z,8.9937,126.4886,47.557,4.5,mb,52,114,2.113,0.93,"22 km ENE of Aras-asan, Philippines",10.42,6.215,0.081,45
2025-03-15T18:49:34.771Z,31.8817,-89.71,10,3,mb_lg,33,93,0.535,0.88,"2 km ENE of Magee, Mississippi",3.91,1.989,0.058,77
2025-03-15T18:20:04.700Z,-6.0886,147.3928,10,4.2,mb,30,100,3.303,0.77,"72 km NW of Finschhafen, Papua New Guinea",8.09,1.902,0.128,20
2025-03-15T17:53:14.898Z,-9.874,160.7151,15.844,4.7,mb,85,75,0.872,0.54,"97 km ESE of Honiara, Solomon Islands",7.93,4.114,0.061,89
2025-03-15T17:49:14.816Z,-25.643,-179.196,10,4.2,mb,14,241,3.76,1.1,south of the Fiji Islands,15.96,2.023,0.187,10
2025-03-15T17:43:20.032Z,51.8103,-170.2628,36.275,3.8,mb,60,177,1.032,0.86,"157 km SW of Nikolski, Alaska",8.04,9.074,0.068,57
2025-03-15T16:28:36.764Z,-6.0962,147.5529,56.75,5,mb,151,35,3.31,0.57,"60 km NNW of Finschhafen, Papua New Guinea",6.5,7.065,0.043,174
2025-03-15T16:03:12.711Z,-18.5401,176.6228,10,4.7,mb,19,108,1.573,0.66,"103 km WSW of Sigatoka, Fiji",8.1,1.89,0.126,19
2025-03-15T15:38:59.923Z,54.4992,-160.7792,27.9,2.8,ml,,,,0.74,"94 km S of Sand Point, Alaska",,4.9,,
2025-03-15T15:01:51.681Z,60.0716,-153.0431,124.9,2.8,ml,,,,0.59,"67 km ENE of Pedro Bay, Alaska",,0.2,,
2025-03-15T15:00:43.204Z,-30.3533,-177.8489,10,4.5,mb,12,183,1.089,0.51,"Kermadec Islands, New Zealand",5.61,1.971,0.163,11
2025-03-15T14:45:48.633Z,-11.7652,166.458,158.145,4.2,mb,19,147,3.731,1.08,"135 km SSE of Lata, Solomon Islands",11.52,8.849,0.146,17
2025-03-15T14:28:30.190Z,32.361,-102.091,6.7627,2.6,ml,37,46,0,0.1,"38 km NW of Stanton, Texas",0.33402998,0.515997602,0.2,54
2025-03-15T14:10:45.481Z,51.0769,-179.6656,9.7,2.5,ml,,,,0.59,"228 km WSW of Adak, Alaska",,1,,
2025-03-15T14:09:45.741Z,44.5336,149.3601,64.942,4.1,mb,35,139,4.873,0.6,"140 km SE of Kurilâ€™sk, Russia",10.87,6.832,0.114,21
2025-03-15T14:09:39.383Z,-24.3552,-67.3585,193.024,4.4,mb,24,61,1.586,0.93,"106 km W of San Antonio de los Cobres, Argentina",9.61,13.418,0.161,11
2025-03-15T13:50:06.450Z,42.8594,141.9391,143.075,4.5,mb,83,75,1.235,0.7,"9 km ENE of Abira, Japan",7.14,6.453,0.039,190
2025-03-15T13:18:19.150Z,17.97166667,-66.81266667,14.79,2.66,md,25,180,0.05211,0.18,"2 km SSE of Indios, Puerto Rico",0.39,0.43,0.13314375,12
2025-03-15T12:50:54.338Z,-24.0262,-67.1102,199.306,4.3,mb,20,120,1.451,0.75,"83 km WNW of San Antonio de los Cobres, Argentina",7.85,11.813,0.201,7
2025-03-15T12:32:26.346Z,40.706,14.0702,10,3.2,ml,21,135,1.31,0.9,"7 km SE of Procida, Italy",5.04,1.999,0.071,26
2025-03-15T12:20:32.156Z,-35.7442,-101.8339,10,4.6,mb,45,166,24.222,0.79,southeast of Easter Island,16.9,1.92,0.084,43
2025-03-15T11:41:18.924Z,37.2216,-117.1179,8.5,2.6,ml,57,84.11,0.138,0.1601,"47 km NW of Beatty, Nevada",,1.5,0.37,22
2025-03-15T11:38:52.572Z,13.1054,-89.0989,62.907,4,mb,40,167,0.624,0.98,"44 km S of El Rosario, El Salvador",5.44,7.4,0.095,30
2025-03-15T11:05:07.383Z,12.0079,141.7683,95.811,4.1,mb,25,118,3.408,0.6,"283 km NNE of Fais, Micronesia",14.02,9.5,0.123,18
2025-03-15T10:55:20.800Z,33.2748333,-116.1308333,7.95,2.79,ml,88,32,0.1216,0.2,"15 km N of Ocotillo Wells, CA",0.13,0.68,0.14,26
2025-03-15T10:42:40.620Z,17.9493,-66.8155,8,3.41,md,21,188,0.0687,0.11,"4 km S of Indios, Puerto Rico",0.4,0.45,0.09,18
2025-03-15T10:19:36.945Z,-2.709,139.4357,38.967,4.4,mb,22,59,1.281,0.63,"133 km W of Abepura, Indonesia",5.32,7.77,0.12,21
2025-03-15T09:34:42.615Z,39.5083,-98.3259,9.993,2.8,mb_lg,40,65,1.125,0.49,"1 km NW of Glen Elder, Kansas",3.47,7.613,0.052,95
2025-03-15T09:25:10.854Z,51.5892,-175.9679,45.2,2.5,ml,,,,0.58,"55 km SE of Adak, Alaska",,0.4,,
2025-03-15T09:19:12.076Z,6.6997,-73.1497,160.676,4.5,mb,57,113,0.805,0.87,"4 km NE of Villanueva, Colombia",10.83,7.185,0.034,253
2025-03-15T09:02:30.960Z,18.2625,-67.8928,115,3.91,md,24,168,0.5495,0.31,"64 km ESE of Punta Cana, Dominican Republic",2.98,1.47,0.16,21
2025-03-15T08:54:17.498Z,51.3014,-177.6829,39.3,2.6,ml,,,,0.55,"96 km SW of Adak, Alaska",,0.3,,
2025-03-15T08:36:24.859Z,51.2631,-177.6138,43.9,3,ml,,,,0.42,"96 km SW of Adak, Alaska",,0.4,,
2025-03-15T08:26:29.463Z,54.0358,-163.4682,35,3.6,mb,65,193,0.631,0.59,"91 km S of False Pass, Alaska",3.89,1.997,0.204,6
2025-03-15T08:04:43.939Z,-24.3642,-179.9548,510.898,4.3,mb,24,164,5.205,0.98,south of the Fiji Islands,18.77,17.973,0.125,18
2025-03-15T07:21:50.441Z,28.9517,47.4227,10,4.3,mb,38,142,5.675,0.42,"48 km SSW of Al JahrÄâ€™, Kuwait",12.44,1.938,0.102,27
2025-03-15T06:49:59.800Z,-19.9273,-173.1536,10,4.4,mb,16,104,3.159,0.68,"123 km E of Fangaleâ€™ounga, Tonga",7.77,1.872,0.169,10
2025-03-15T05:59:39.680Z,36.83783333,-121.5821667,6.06,2.52,md,81,48,0.02124,0.17,"4 km W of San Juan Bautista, CA",0.19,0.49,0.146,86
2025-03-15T05:39:52.032Z,18.8788,145.856,171.92,4.6,mb,116,119,3.618,0.77,"Pagan region, Northern Mariana Islands",10.3,7.581,0.054,103
2025-03-15T05:11:14.220Z,16.906,-85.7461,10,4.8,mww,176,51,3.192,0.58,"51 km NNE of Savannah Bight, Honduras",7.07,1.907,0.083,14
2025-03-15T05:10:28.630Z,17.9895,-66.81216667,13.08,2.52,md,10,168,0.05608,0.12,"0 km SE of Indios, Puerto Rico",0.37,0.38,0.077322702,4
2025-03-15T04:44:04.415Z,50.6522,-173.5082,14.8,2.7,ml,,,,0.27,"178 km SSE of Atka, Alaska",,9.8,,
2025-03-15T04:38:17.290Z,19.072,-155.3553333,34.4,2.54,ml,48,211,0.1307,0.11,"19 km SE of PÄhala, Hawaii",0.66,0.58,0.166646668,31
2025-03-15T04:10:27.294Z,-22.4414,-179.6785,576.192,4.3,mb,21,101,5.136,0.57,south of the Fiji Islands,19.66,21.519,0.137,17
2025-03-15T04:03:25.526Z,-6.567,128.3026,271.573,4.1,mb,15,116,5.098,1.21,"259 km NNE of Lospalos, Timor Leste",10.42,12.558,0.197,7
2025-03-15T03:41:20.570Z,17.978,-66.81066667,14.79,3.06,md,26,175,0.05515,0.29,"2 km SSE of Indios, Puerto Rico",0.46,0.66,0.117344373,18
2025-03-15T03:41:05.331Z,62.9861,-148.7602,65.2,2.5,ml,,,,0.88,"46 km SSE of Cantwell, Alaska",,0,,
2025-03-15T03:36:38.608Z,-21.826,-68.4955,116.209,4.6,mwr,60,43,0.694,0.9,"71 km SSW of OllagÃ¼e, Chile",6.64,5.372,0.066,22
2025-03-15T03:25:19.800Z,19.056,-156.2693333,38.76,4.41,ml,57,286,0.5037,0.12,"53 km W of Hawaiian Ocean View, Hawaii",0.7,1.42,0.212782711,41
2025-03-15T03:21:20.651Z,51.8993,-176.9486,10,2.5,ml,14,150,0.09,0.27,"21 km W of Adak, Alaska",1.81,1.538,0.115,10
2025-03-15T03:19:26.869Z,17.3603,-97.419,56.128,5.6,mww,114,73,1.114,1.26,"5 km WNW of San Pedro TidaÃ¡, Mexico",7.7,4.453,0.041,58
2025-03-15T02:14:17.780Z,18.15433333,-65.87666667,14.14,2.65,md,10,152,0.1937,0.27,"3 km SSW of Las Piedras, Puerto Rico",0.79,1.44,0.358220044,8
2025-03-15T01:59:19.166Z,53.465,-165.3439,27.9,3,ml,,,,0.57,"79 km SSE of Akutan, Alaska",,0.5,,
2025-03-15T01:37:01.400Z,17.98766667,-66.80783333,11.87,2.83,md,22,165,0.05871,0.24,"1 km ESE of Indios, Puerto Rico",0.4,0.5,0.182470146,13
2025-03-15T00:53:17.642Z,12.116,143.8855,10,4.5,mb,22,137,1.75,1.13,"153 km SSW of Merizo Village, Guam",5.18,1.898,0.113,23
2025-03-14T23:55:10.771Z,-7.3242,106.136,54.166,4.9,mww,40,63,1.252,0.78,"59 km SW of Pelabuhanratu, Indonesia",5.97,7.064,0.103,9
2025-03-14T23:42:32.427Z,-55.7486,-27.084,13,5.9,mww,75,68,5.606,0.94,South Sandwich Islands region,10.28,1.867,0.057,30
2025-03-14T22:58:13.404Z,-12.4994,166.6484,69.308,4.3,mb,12,213,2.978,0.19,"181 km NNW of Sola, Vanuatu",19.05,7.819,0.218,6
2025-03-14T22:48:37.644Z,-30.4342,-72.1779,10,3.9,mwr,38,156,0.526,0.83,"95 km WNW of Ovalle, Chile",4.86,1.918,0.052,36
2025-03-14T22:38:02.189Z,-23.1933,-176.8416,181.21,4.2,mb,14,129,6.121,0.21,"274 km SW of Houma, Tonga",14.28,11.69,0.187,8
2025-03-14T21:47:47.050Z,-40.4147,174.4068,89.727,4.2,mb,23,79,0.921,0.59,"69 km W of Foxton Beach, New Zealand",3.56,9.558,0.235,5
2025-03-14T21:08:03.008Z,-33.5884,-179.1588,45.223,4.5,mb,18,123,4.441,0.71,south of the Kermadec Islands,10.93,8.155,0.15,13
2025-03-14T20:55:50.593Z,51.3639,179.5322,64.7,2.8,ml,,,,0.41,"271 km WSW of Adak, Alaska",,0.3,,
2025-03-14T20:00:09.854Z,41.9963,15.5571,10,3.9,mb,61,52,0.279,0.7,"14 km SSE of Isole Tremiti, Italy",1.98,1.903,0.121,18
2025-03-14T19:54:40.146Z,51.7188,-174.0042,8.7,2.5,ml,,,,0.56,"54 km SSE of Atka, Alaska",,1.3,,
2025-03-14T19:45:42.134Z,-18.1046,34.8098,10,4.3,mb,14,73,6.94,0.96,"139 km SSW of Nsanje, Malawi",11.9,1.604,0.153,13
2025-03-14T19:37:15.436Z,41.9796,15.4373,9.637,5,mww,177,24,0.321,0.59,"14 km NNE of Lesina, Italy",3.72,3.595,0.051,37
2025-03-14T19:28:24.320Z,42.6685,-111.0828333,-0.3,2.8,ml,17,108,0.09771,0.18,"8 km WSW of Fairview, Wyoming",0.65,1.06,0.20435218,14
2025-03-14T19:16:03.616Z,61.3235,-140.6107,5.5,2.6,ml,,,,0.47,"124 km E of McCarthy, Alaska",,0.3,,
2025-03-14T19:15:19.602Z,61.3314,-140.6567,5.229,3.3,ml,58,58,0.536,1.14,"121 km E of McCarthy, Alaska",2.54,7.451,0.032,126
2025-03-14T19:11:44.197Z,52.9511,160.1395,48.853,4.1,mb,17,164,0.903,0.82,"102 km E of Petropavlovsk-Kamchatsky, Russia",13.67,10.372,0.174,10
2025-03-14T18:26:44.200Z,49.9841,-28.8665,10,4.5,mb,105,58,12.45,0.54,northern Mid-Atlantic Ridge,8.91,1.886,0.056,96
2025-03-14T16:55:44.856Z,53.7788,-166.0629,67.5,2.8,ml,,,,0.21,"32 km ESE of Unalaska, Alaska",,0.5,,
2025-03-14T16:37:42.071Z,34.9351,23.6587,10,4.5,mb,48,77,1.069,0.64,"32 km S of PalaiÃ³chora, Greece",5.5,1.893,0.064,76
2025-03-14T16:31:59.649Z,-46.909,32.7312,10,4.5,mb,12,119,17.139,1.04,Prince Edward Islands region,13.5,1.776,0.171,13
2025-03-14T16:29:07.413Z,20.8955,121.0879,38.475,4.4,mb,26,112,1.913,0.66,"104 km WNW of Basco, Philippines",7.35,7.734,0.139,15
2025-03-14T16:18:13.591Z,-4.273,126.7239,10,4.4,mb,19,83,3.181,0.74,"174 km WSW of Ambon, Indonesia",5.43,1.926,0.139,15
2025-03-14T15:46:11.944Z,51.898,-176.9703,16.21,2.6,ml,12,151,0.076,0.23,"23 km W of Adak, Alaska",2.03,3.142,0.105,12
2025-03-14T15:40:04.370Z,34.2762,25.3062,36.531,4.7,mwr,75,66,1.066,0.73,"82 km S of PÃ½rgos, Greece",5.57,5.71,0.08,15
2025-03-14T15:05:39.851Z,14.7073,-92.0953,92.459,4.4,mb,46,131,0.429,1,"5 km NE of Ciudad TecÃºn UmÃ¡n, Guatemala",5.3,4.883,0.045,141
2025-03-14T15:05:00.131Z,37.8621,139.2549,164.899,4.1,mb,36,141,1.559,0.55,"2 km NE of Suibara, Japan",9.47,8.214,0.112,22
2025-03-14T15:03:27.251Z,-33.2232,-178.8656,62.228,4.5,mb,30,168,4.031,1.01,south of the Kermadec Islands,10.48,3.879,0.113,23
2025-03-14T14:30:20.403Z,-7.3054,129.4623,152.227,4.2,mb,30,68,2.799,0.9,"Kepulauan Babar, Indonesia",7.92,10.027,0.166,10
2025-03-14T14:28:13.742Z,-21.3121,-178.7208,508.257,4.1,mb,63,98,4.674,0.67,Fiji region,12.95,7.901,0.072,52
2025-03-14T14:00:24.170Z,19.28333333,-155.2066667,8.17,2.52,ml,52,156,0.01711,0.13,"17 km S of Volcano, Hawaii",0.28,0.41,0.229429816,37
